--- Delivery Rules ---
('西门子 S7-1500 PLC 完全精通教程', 8, 1)
('西门子工业通信网络组态编程与故障诊断', 74, 1)
('WinCC组态技巧与技术问答', 75, 1)
('组态软件应用指南组态王KINGVIEW和西门子WINCC(王善斌主编)', 76, 1)
('西门子WinCCV7从入门到提高', 77, 1)
('EPLANElectricP8教育版实用教程第2版(张福辉)', 78, 1)
('CATIAV5R20产品设计实例精解（修订版）', 79, 1)
('巴菲特致股东的信：投资者和公司高管教程(第4版)', 80, 1)
('逆向投资策略', 81, 1)
('嵌入式C语言自我修养：从芯片、编译器到操作系统(王利涛编著)', 82, 1)
('单片机原理及应用_C语言程序设计与实现(第2版)', 83, 1)
('市场营销学(郭国庆主编)', 84, 1)
('服务运营管理(舒伯阳)', 85, 1)
('供应链管理(马士华)', 86, 1)
('ERP沙盘模拟高级指导教程(王新玲，郑文昭，马雪文编著)', 87, 1)
('战略管理(邵一明编著)', 88, 1)
('口才三绝开口就能说重点+幽默表达力+逻辑表达力(套装3册)', 89, 1)
('奇兽：山海经动物图鉴（全3册)', 90, 1)
('思维导图', 91, 1)
('学风水的第一本书(李居明)', 92, 1)
('可编程序控制器与工业现场总线（第2版）', 93, 1)
('工业机器人应用技术入门', 94, 1)
('西门子工业通信工程应用技术', 95, 1)
('电气控制与S7-1200PLC应用技术教程', 96, 1)
('电气工程师手册第3版', 97, 1)
('PLC现场工程师工作指南', 98, 1)
('一个人的商业模式：自媒体时代变现的128种方法', 99, 1)
('高阶运营——从小编到新媒体操盘手', 100, 1)
('从零开始玩转抖音', 101, 1)
('新引爆点：抖音运营从0到1实战指南', 102, 1)
('抖音营销系统未来抖商(刘大贺)', 103, 1)
('Go语言编程', 104, 1)
('C++黑客编程揭秘与防范', 105, 1)
('Android安全攻防权威指南', 106, 1)
('环球人物（2024年第9期）', 107, 1)
('绘本课堂一年级上册语文部编版A2', 108, 1)
('小学经典国学课本十部：宋词三百首', 109, 1)
('诗经-中学经典国学课本8部', 110, 1)
('山海经-小学经典国学课本十部', 111, 1)
('当大明遇上大清（全二册）', 112, 1)
('尬聊终结者', 113, 1)
('中国式饭局读心术', 114, 1)
('轻兵器（2024年第9期）', 115, 1)
('解密儿童行为', 116, 1)
('第二十条：解密正当防卫的正确姿势', 117, 1)
('电脑报（2024年第41期）', 118, 1)
('马伯庸作品合集畅销书(套装23册)', 119, 1)
('写作脑科学：屠龙的高效写作指南', 120, 1)
('数据化管理：洞悉零售及电子商务运营', 121, 1)
('物业管理方案设计与编写十堂课', 122, 1)
('供应链物流管理', 123, 1)
('实用疾病诊疗大全（新编赤脚医生手册）', 124, 1)
('古今名医名方秘方大典', 125, 1)
('小米创业思考', 126, 1)
('别让不懂职场礼仪害了你', 127, 1)
('针灸大成倪海厦彩色笔记(祝余)', 128, 1)
('把话说到点子上(陈建伟)', 129, 1)
('轻松学脉诊', 130, 1)
('数据结构C++语言版第三版', 131, 1)
('中医脉诊学', 132, 1)
('体坛周报（2024年第79期）', 133, 1)
('青年文摘（2024年第19期）', 134, 1)
('高途初中知识汇总', 135, 1)
('财新周刊-第43期2024', 136, 1)
('错维竞争：未来商业的制胜战略', 137, 1)
('MATLAB编程与工程应用第二版', 138, 1)
('补肾长寿奇方妙术', 139, 1)
('人性顶级秘术', 140, 1)
('洗脑的最高境界', 141, 1)
('资本的秘密', 142, 1)
('顶级谋士说第三册', 143, 1)
('青年文摘24年第20期', 144, 1)
('财经2024年第22期', 145, 1)
('零售的哲学：7-Eleven便利店创始人自述(铃木敏文)', 146, 1)
('从零开始学筹码分布短线操盘、盘口分析与A股买卖点实战', 147, 1)
('简体横版神农本草经(倪海厦)', 148, 1)
('普拉提核心功能解剖学核心稳定性高效训练图解', 149, 1)
('普拉提精准练习指南(费里斯)', 150, 1)
('经典普拉提动作综合智能', 151, 1)
('网球运动系统训练', 152, 1)
('网球教学与练习(陈建强，魏琳主编)', 153, 1)
('网球提升基础技巧与实战策略', 154, 1)
('缠中说禅：教你炒股票108课李彪文字插图版', 155, 1)
('商务宴请礼仪规范', 156, 1)
('食品营销学', 157, 1)
('从零开始学炒股', 158, 1)
('零基础学K线炒股从入门到精通', 159, 1)
('宋代绘画美学研究', 160, 1)
('预测之书', 161, 1)
('食品科学导论', 162, 1)
('食品加工与保藏原理', 163, 1)
('食品产品开发实验技术', 164, 1)
('定价战略与战术：通向利润增长之路', 165, 1)
('中央厨房设计概论', 166, 1)
('销售巨人大订单销售训练手册(理论篇+实践篇)(全新升级版)', 167, 1)
('食品工艺学', 168, 1)
('启示录-打造用户喜爱的产品', 169, 1)
('图解 礼仪常识 (齐锐编）', 170, 1)
('食品营养学（第2版）', 171, 1)
('影响力 (〔美〕罗伯特·西奥迪尼著；陈叙译)', 172, 1)
('中国社会各阶层分析', 173, 1)
('被讨厌的勇气', 174, 1)
('冯唐成事心法', 175, 1)
('大病预防先除湿+调理脾胃治百病真法', 176, 1)
('你啊，内心戏超多：停止精神内耗的65个习惯', 177, 1)
('当下的力量(珍藏版)+当下的力量实践手册(套装共2册)', 178, 1)
('客户成功：持续复购和利润陡增的基石', 179, 1)
('认知觉醒：开启自我改变的原动力', 180, 1)

--- Cards ---
(8, '西门子 S7-1500 PLC 完全精通教程', 'text', '西门子 S7-1500 PLC 完全精通教程 (向晓汉主编) 链接：https://pan.baidu.com/s/1QkauAf9jvJhfuouegolOVg 提取码：Qw12')
(9, '西门子S7-1200PLC编程技术', 'text', '《西门子S7-1200PLC编程技术》 链接：https://pan.baidu.com/s/1PxDAz3QnNryBEaa7TVpvXQ 提取码：Qw12')
(10, '长安的荔枝', 'text', '长安的荔枝 链接：https://pan.baidu.com/s/1MpspFecrizVoSb5mPPsdmg 提取码：Qw12')
(11, '倪海厦注解伤寒论', 'text', '倪海厦注解伤寒论  链接：https://pan.baidu.com/s/1g9A8xQqgI1CRfqDIEeZPIg 提取码：Qw12')
(12, '图解PLC控制系统梯形图和语句表', 'text', '图解PLC控制系统梯形图和语句表 (郑凤翼) 链接：https://pan.baidu.com/s/1WPUDKRwFKqHuFuD0JGFw7w 提取码：Qw12')
(13, '全彩图解电气控制电路100例', 'text', '全彩图解电气控制电路100例 链接：https://pan.baidu.com/s/1vi7ekMqFVJ2I6VGGMaFWsw 提取码：Qw12')
(14, '如何找到自己想做的事', 'text', '如何找到自己想做的事 链接：https://pan.baidu.com/s/1xcUgqRvUoz7Gu0S8SOyTkw 提取码：Qw12')
(15, '（SCL语言）西门子S7-1200/1500 PLC SCL语言编程从入门到精通', 'text', '（SCL语言）西门子S7-1200/1500 PLC SCL语言编程从入门到精通 链接：https://pan.baidu.com/s/1lkVPLIRwbOi-v6VNLuD3sQ 提取码：Qw12')
(16, 'TIA博途软件与S7-12001500 PLC应用详解 (张硕)', 'text', 'TIA博途软件与S7-12001500 PLC应用详解 (张硕) 链接：https://pan.baidu.com/s/151Ub6bYoaL6whPfq4RkErQ 提取码：Qw12')
(17, '西门子PLC高级应用实例精解', 'text', '西门子PLC高级应用实例精解 链接：https://pan.baidu.com/s/1v6iLT1jo-XIkHesAVgIaPw 提取码：Qw12')
(18, '底层逻辑', 'text', '底层逻辑 链接：https://pan.baidu.com/s/1bSpjW-VqKabbc9o9i0278g 提取码：Qw12')
(19, '第 1 部天涯论坛之房产说 (KK大神, kkndme)', 'text', '第 1 部KK大神 房产说 (KK大神,kkndme) 链接：https://pan.baidu.com/s/1eM0QlbOzBq_I078Kd_DFWQ 提取码：qw12')
(20, '第 2 部天涯论坛之房产说 (KK大神, kkndme)', 'text', '第 2 部KK大神 房产说 (KK大神,kkndme)   链接：https://pan.baidu.com/s/1Hh40gKvbwYXc099-wgepBw 提取码：qw12')
(21, '第 3 部天涯论坛之房产说 (KK大神, kkndme)', 'text', '第 3 部KK大神 房产说 (KK大神,kkndme)   链接：https://pan.baidu.com/s/1uMU68ZwI9_QQYlDL0nqD3Q 提取码：qw12')
(22, '超简单：用Python让Excel飞起来', 'text', '超简单：用Python让Excel飞起来  链接：https://pan.baidu.com/s/1PosdoXZ956l8xDJWI1jikw 提取码：qw12')
(23, '10岁开始学投资理财', 'text', '10岁开始学投资理财  链接：https://pan.baidu.com/s/1y_kICboOlkd5hcWK5El9LA 提取码：qw12')
(24, '挣钱不易，管好你的钱(管好了钱，就管好了自己的生活)', 'text', '挣钱不易，管好你的钱(管好了钱，就管好了自己的生活)  链接：https://pan.baidu.com/s/1fBsAjpBDqkLYR_jfke7iKQ 提取码：qw12')
(25, '易经真的很容易', 'text', '易经真的很容易 (曾仕强 刘君政)   链接：https://pan.baidu.com/s/1h7kfbVUbl6Sdinbg8bQLIg 提取码：qw12')
(26, '电子工程师自学速成入门篇', 'text', '电子工程师自学速成入门篇   链接：https://pan.baidu.com/s/18H_i1rIcsoIfupTxebfQDw?pwd=qw12 提取码：qw12')
(27, 'PLC编程实用指南第3版', 'text', 'PLC编程实用指南第3版 链接：https://pan.baidu.com/s/103OywoZMXCDNs9o5CIr2eA?pwd=qw12 提取码：qw12')
(28, '电气控制与PLC应用技术_第2版', 'text', '电气控制与PLC应用技术_第2版 链接：https://pan.baidu.com/s/1Oxk-GU7IesdNJzdnauHe9Q?pwd=qw12 提取码：qw12')
(29, '西门子PLC精通案例教程', 'text', '西门子PLC精通案例教程 链接：https://pan.baidu.com/s/1TDsM1dI21ihP_B6pr-AH5A?pwd=qw12 提取码：qw12')
(30, 'CUDAC编程权威指南_高性能计算技术丛书__程润伟（JohnCheng）', 'text', 'CUDAC编程权威指南_高性能计算技术丛书__程润伟（JohnCheng） 链接：https://pan.baidu.com/s/1jbBpGXDJEXFaQjNaT2Z6Vg?pwd=qw12 提取码：qw12')
(31, '太白金星有点烦_马伯庸', 'text', '《太白金星有点烦_马伯庸_》  链接：https://pan.baidu.com/s/1GiJMqOEwY0v7tu1-Bmnzlw?pwd=qw12 提取码：qw12')
(32, '趣学Python算法100例', 'text', '趣学Python算法100例 链接：https://pan.baidu.com/s/1t_CkhBieLXRHpZWjVl0JCg?pwd=qw12 提取码：qw12')
(33, '动态素描·人体结构_伯恩·霍加思_', 'text', '动态素描·人体结构_伯恩·霍加思_ 链接：https://pan.baidu.com/s/1xXLd9JuHg4GhFf7hK4TU5w?pwd=qw12 提取码：qw12')
(34, '世界绘画经典教程人物素描_JackHamm_', 'text', '世界绘画经典教程人物素描_JackHamm_ 链接：https://pan.baidu.com/s/1yPlKn-FysvUVKJScBCP03g?pwd=qw12 提取码：qw12')
(35, '医学伦理学', 'text', '《医学伦理学》 人卫第5版教材--高清彩色 链接：https://pan.baidu.com/s/1f68nyaHGn5ev2TK7xRSLLQ?pwd=qw12 提取码：qw12')
(36, '医学心理学', 'text', '《医学心理学》人卫第7版教材--高清彩色 链接：https://pan.baidu.com/s/1JbInElcH_xb-gxsUH-fRAg?pwd=qw12 提取码：qw12')
(37, '耳鼻咽喉头颈外科学', 'text', '《耳鼻咽喉头颈外科学》 人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1pjKNGIR4d7ixZ75tB1UuTg?pwd=qw12 提取码：qw12')
(38, '病理学', 'text', '《病理学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1ffC0Ll6HHm7Mqa7nUP9R7A?pwd=qw12 提取码：qw12')
(39, '医学影像学', 'text', '《医学影像学》 人卫第8版教材--高清彩色 链接：https://pan.baidu.com/s/1koBrca_G15UHj3At9fJIjQ?pwd=qw12 提取码：qw12')
(40, '医学微生物学', 'text', '《医学微生物学》 人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1fhpf3Q2VZJYW5R4ymAZNQA?pwd=qw12 提取码：qw12')
(41, '皮肤性病学', 'text', '《皮肤性病学》 人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1XJoIlScUKfjIM1GfjS_yFg?pwd=qw12 提取码：qw12')
(42, '全科医学概论', 'text', '《全科医学概论》 人卫第5版教材--高清彩色 链接：https://pan.baidu.com/s/1aApQIDyGnK_-kztpDk8nKg?pwd=qw12 提取码：qw12')
(43, '人体寄生虫学', 'text', '《人体寄生虫学》 人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1umNJqBhWeok032LC0AG_6w?pwd=qw12 提取码：qw12')
(44, '流行病学', 'text', '《流行病学》 人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1m_wUaIPX1-ZPCZqPXVgxLA?pwd=qw12 提取码：qw12')
(45, '麻醉学', 'text', '《麻醉学》人卫第4版教材--高清彩色 链接：https://pan.baidu.com/s/14zDk75eUNAntI57z89ZaKQ?pwd=qw12 提取码：qw12')
(46, '内科学', 'text', '《内科学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1JtMO8WVYhETjEKysSGZf1w?pwd=qw12 提取码：qw12')
(47, '肿瘤学概论', 'text', '《肿瘤学概论》 人卫第2版教材--高清彩色 链接：https://pan.baidu.com/s/1LKgDahAGwOHUCkhRtdbFGA?pwd=qw12 提取码：qw12')
(48, '病理生理学', 'text', '《病理生理学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/199a7GeciHK4Ch33I-wnwQw?pwd=qw12 提取码：qw12')
(49, '药理学', 'text', '《药理学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1p9sooOOEk51TnjXAaerPtw?pwd=qw12 提取码：qw12')
(50, '康复医学', 'text', '《康复医学》人卫第6版教材--高清彩色 链接：https://pan.baidu.com/s/1lRZx59et0CjKla3GiboBRw?pwd=qw12 提取码：qw12')
(51, '预防医学', 'text', '《预防医学》 人卫第7版教材--高清彩色 链接：https://pan.baidu.com/s/1eC0NnjnXkejfuoFuhtmAmw?pwd=qw12 提取码：qw12')
(52, '妇产科学', 'text', '《妇产科学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1huhO0CU2GoAFfs5JISLC0g?pwd=qw12 提取码：qw12')
(53, '组织学与胚胎学', 'text', '《组织学与胚胎学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1YQmFnT9ZpcT8spIUGwWIhg?pwd=qw12 提取码：qw12')
(54, '医学遗传学', 'text', '《医学遗传学》人卫第7版教材--高清彩色 链接：https://pan.baidu.com/s/1Mq-uzY_iw66ckc9aBDjUvw?pwd=qw12 提取码：qw12')
(55, '中医学', 'text', '《中医学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1c2xcL898hkKd042MwjtB6w?pwd=qw12 提取码：qw12')
(56, '传染病学', 'text', '《传染病学》 人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1PkG-y-MySnRiazBnx-dz2Q?pwd=qw12 提取码：qw12')
(57, '精神病学', 'text', '《精神病学》 人卫第8版教材--高清彩色 链接：https://pan.baidu.com/s/1c1GMB1ST8ityKeHPqeh-xQ?pwd=qw12 提取码：qw12')
(58, '医学免疫学', 'text', '《医学免疫学》人卫第7版教材--高清彩色 链接：https://pan.baidu.com/s/1zIT7HDtNEWjy16jvxlzVbQ?pwd=qw12 提取码：qw12')
(59, '儿科学', 'text', '《儿科学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1OiOpp0Ucu8dhU_9bxg7_fQ?pwd=qw12 提取码：qw12')
(60, '临床药理学', 'text', '《临床药理学》人卫第6版教材--高清彩色 链接：https://pan.baidu.com/s/1BaVwC00GvRPujr5fB-u4Rg?pwd=qw12 提取码：qw12')
(61, '神经病学', 'text', '《神经病学 》人卫第8版教材--高清彩色 链接：https://pan.baidu.com/s/1Ug2fA1_miKyopdsg89k4Kg?pwd=qw12 提取码：qw12')
(62, '口腔科学', 'text', '《口腔科学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1onDKzcD9BVJXInKYZwhXQg?pwd=qw12 提取码：qw12')
(63, '眼科学', 'text', '《眼科学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/13vwcfDaFVOm3WfFuaQbPWg?pwd=qw12 提取码：qw12')
(64, '外科学', 'text', '《外科学》人卫第9版教材--高清彩色 链接：https://pan.baidu.com/s/1d-6wJSwHumXYT_fpxBe5bA?pwd=qw12 提取码：qw12')
(65, '临床流行病学与循证医学', 'text', '《临床流行病学与循证医学》人卫第5版教材--高清彩色 链接：https://pan.baidu.com/s/1kN6LYAb7_HjF30Wo-EQWeg?pwd=qw12 提取码：qw12')
(66, '显微镜下的大明_马伯庸', 'text', '显微镜下的大明_马伯庸  链接：https://pan.baidu.com/s/19uSQwBWn5cUEAfXhx2OO6A?pwd=qw12  提取码：qw12')
(67, '倪海厦人纪针灸课堂图文笔记_七月_', 'text', '倪海厦人纪针灸课堂图文笔记_七月_ 链接：https://pan.baidu.com/s/19Cr54Ap5jrikX9V_zmM-lw?pwd=qw12 提取码：qw12')
(68, '中国符咒文化大观_刘晓明', 'text', '中国符咒文化大观_刘晓明 链接：https://pan.baidu.com/s/1FKW7ZZDlp3BI_ZFXajw5tQ?pwd=qw12 提取码：qw12')
(69, '图解古代人体工程学1：麻衣神相', 'text', '图解古代人体工程学1：麻衣神相 链接：https://pan.baidu.com/s/1F90faVBJ1zEELX2O4ymX5Q?pwd=qw12 提取码：qw12')
(70, '截拳道之道', 'text', '《截拳道之道》李小龙  链接：https://pan.baidu.com/s/1cHaSVewmXZnggYs_a0F7HA?pwd=qw12 提取码：qw12')
(71, '三菱PLC编程技术及工程案例精选（第2版）', 'text', '三菱PLC编程技术及工程案例精选（第2版） 链接：https://pan.baidu.com/s/1kOV0z69OAAuPW_bbFY9r6A?pwd=qn8d 提取码：qn8d')
(72, 'S7-1200PLC编程及应用_廖常初_', 'text', 'S7-1200PLC编程及应用_廖常初_ 链接：https://pan.baidu.com/s/1-gZ7Siow6AcUGnkBw1rTmQ?pwd=qn8d 提取码：qn8d')
(73, '深入浅出西门子运动控制器', 'text', '深入浅出西门子运动控制器 链接：https://pan.baidu.com/s/1Veugd4StN30TNVEf3Gk1NA?pwd=qn8d 提取码：qn8d')
(74, '西门子工业通信网络组态编程与故障诊断', 'text', '西门子工业通信网络组态编程与故障诊断 链接：https://pan.baidu.com/s/1SBM73-BYLD65SK2nyfjHsw?pwd=qn8d 提取码：qn8d')
(75, 'WinCC组态技巧与技术问答', 'text', 'WinCC组态技巧与技术问答 链接：https://pan.baidu.com/s/1Zfcxo5fLTVjFOAb7TZ0cmw?pwd=qn8d 提取码：qn8d')
(76, '组态软件应用指南组态王KINGVIEW和西门子WINCC(王善斌主编)', 'text', '组态软件应用指南组态王KINGVIEW和西门子WINCC(王善斌主编) 链接：https://pan.baidu.com/s/16f3p7RfDChSyvbDrsjr-Eg?pwd=c53a 提取码：c53a')
(77, '西门子WinCCV7从入门到提高', 'text', '西门子WinCCV7从入门到提高 链接：https://pan.baidu.com/s/15kRKGyWRkfcsyB7AG8_W5Q?pwd=c53a 提取码：c53a')
(78, 'EPLANElectricP8教育版实用教程第2版(张福辉)', 'text', 'EPLANElectricP8教育版实用教程第2版(张福辉) 链接：https://pan.baidu.com/s/1UZEf8GkmIImI_Vc-bHsxoQ?pwd=c53a 提取码：c53a')
(79, 'CATIAV5R20产品设计实例精解（修订版）', 'text', 'CATIAV5R20产品设计实例精解（修订版） 链接：https://pan.baidu.com/s/12EB5mgN0FGXi8PQ7JwK6Vg?pwd=c53a 提取码：c53a')
(80, '巴菲特致股东的信：投资者和公司高管教程(第4版)', 'text', '巴菲特致股东的信：投资者和公司高管教程(第4版) 链接：https://pan.baidu.com/s/1p1lnpnI1PpzesI2Rc4I5QQ?pwd=ma29 提取码：ma29')
(81, '逆向投资策略', 'text', '逆向投资策略 链接：https://pan.baidu.com/s/1Jl3zF6k80BbGWYiGHur4xA?pwd=ma29 提取码：ma29')
(82, '嵌入式C语言自我修养：从芯片、编译器到操作系统(王利涛编著)', 'text', '嵌入式C语言自我修养：从芯片、编译器到操作系统(王利涛编著) 链接：https://pan.baidu.com/s/1urlQgrpTDUlZqlrhbtCsUA?pwd=ma29 提取码：ma29')
(83, '单片机原理及应用_C语言程序设计与实现(第2版)', 'text', '单片机原理及应用_C语言程序设计与实现(第2版) 链接：https://pan.baidu.com/s/1na8S0HsjhF82ReGTGjUZbQ?pwd=ma29 提取码：ma29')
(84, '市场营销学(郭国庆主编)', 'text', '市场营销学(郭国庆主编) 链接：https://pan.baidu.com/s/18HpRwmrTPbHEUTfJo62yvQ?pwd=2xnn 提取码：2xnn')
(85, '服务运营管理(舒伯阳)', 'text', '服务运营管理(舒伯阳) 链接：https://pan.baidu.com/s/12sFhvKnZ0_cvcc4_3R952Q?pwd=2xnn 提取码：2xnn')
(86, '供应链管理(马士华)', 'text', '供应链管理(马士华) 链接：https://pan.baidu.com/s/1SRdf_IZq3_-bfT2p2q3xXQ?pwd=2xnn 提取码：2xnn')
(87, 'ERP沙盘模拟高级指导教程(王新玲，郑文昭，马雪文编著)', 'text', 'ERP沙盘模拟高级指导教程(王新玲，郑文昭，马雪文编著) 链接：https://pan.baidu.com/s/1qFu7gEuHIorLV28dDlr9Rg?pwd=2xnn 提取码：2xnn')
(88, '战略管理(邵一明编著)', 'text', '战略管理(邵一明编著) 链接：https://pan.baidu.com/s/1kTA04z-CdT77Ypxx3vkFiw?pwd=2xnn 提取码：2xnn')
(89, '口才三绝开口就能说重点+幽默表达力+逻辑表达力(套装3册)', 'text', '口才三绝开口就能说重点+幽默表达力+逻辑表达力(套装3册) 链接：https://pan.baidu.com/s/1rmhdh_E-1Evj2eFyI6wUsg?pwd=tyhb 提取码：tyhb')
(90, '奇兽：山海经动物图鉴（全3册)', 'text', '奇兽：山海经动物图鉴（全3册) 链接：https://pan.baidu.com/s/1k0QHe1MDXFjME3HjikSUOg?pwd=tyhb 提取码：tyhb')
(91, '思维导图', 'text', '思维导图 链接：https://pan.baidu.com/s/14c5t8SAO74qOKJVnfuLdYg?pwd=tyhb 提取码：tyhb')
(92, '学风水的第一本书(李居明)', 'text', '学风水的第一本书(李居明) 链接：https://pan.baidu.com/s/11sS_6Had1t0Uq5JY5CsQmA?pwd=tyhb 提取码：tyhb')
(93, '可编程序控制器与工业现场总线（第2版）', 'text', '可编程序控制器与工业现场总线（第2版） 链接：https://pan.baidu.com/s/1UGQaGsG2asuG6o8BOwgwXg?pwd=tyhb 提取码：tyhb')
(94, '工业机器人应用技术入门', 'text', '工业机器人应用技术入门 链接：https://pan.baidu.com/s/1AWjDYKjAH-m_v56CjnX8Zg?pwd=ybsf 提取码：ybsf')
(95, '西门子工业通信工程应用技术', 'text', '西门子工业通信工程应用技术 链接：https://pan.baidu.com/s/1sXGb7C2cDwlpmUpzk0aZkg?pwd=ybsf 提取码：ybsf')
(96, '电气控制与S7-1200PLC应用技术教程', 'text', '电气控制与S7-1200PLC应用技术教程 链接：https://pan.baidu.com/s/1ybc_hYKPaTZd9nQeVArO2w?pwd=ybsf 提取码：ybsf')
(97, '电气工程师手册第3版', 'text', '电气工程师手册第3版 链接：https://pan.baidu.com/s/1xyHtNHQfx-AGziW3sej4_Q?pwd=ybsf 提取码：ybsf')
(98, 'PLC现场工程师工作指南', 'text', 'PLC现场工程师工作指南 链接：https://pan.baidu.com/s/1sGASay3eFahee1LTtelvug?pwd=ybsf 提取码：ybsf')
(99, '一个人的商业模式：自媒体时代变现的128种方法', 'text', '一个人的商业模式：自媒体时代变现的128种方法 链接：https://pan.baidu.com/s/1vX9CmWUUfc4kkUaQfsOqJA?pwd=97dy 提取码：97dy')
(100, '高阶运营——从小编到新媒体操盘手', 'text', '高阶运营——从小编到新媒体操盘手 链接：https://pan.baidu.com/s/1-K1EUsma52iDnTJRsOBH-g?pwd=97dy 提取码：97dy')
(101, '从零开始玩转抖音', 'text', '从零开始玩转抖音 链接：https://pan.baidu.com/s/1-Ns9kjS_YKq4-oAN0yeDxw?pwd=97dy 提取码：97dy')
(102, '新引爆点：抖音运营从0到1实战指南', 'text', '新引爆点：抖音运营从0到1实战指南 链接：https://pan.baidu.com/s/1vkCb3sTxkYpc9_vqDYbToA?pwd=97dy 提取码：97dy')
(103, '抖音营销系统未来抖商(刘大贺)', 'text', '抖音营销系统未来抖商(刘大贺) 链接：https://pan.baidu.com/s/1Jgl4FT415oLxPZmd4E9Low?pwd=97dy 提取码：97dy')
(104, 'Go语言编程', 'text', 'Go语言编程 链接：https://pan.baidu.com/s/1ec5n--PEeMlCgBCaPWou5w?pwd=9cmp 提取码：9cmp')
(105, 'C++黑客编程揭秘与防范', 'text', 'C++黑客编程揭秘与防范 链接：https://pan.baidu.com/s/1S-6IpZWr6NEvhcUhPuiySg?pwd=9cmp 提取码：9cmp')
(106, 'Android安全攻防权威指南', 'text', 'Android安全攻防权威指南 链接：https://pan.baidu.com/s/1_JBQ25YSBL1txYU0UW94Uw?pwd=9cmp 提取码：9cmp')
(107, '环球人物（2024年第9期）', 'text', '环球人物（2024年第9期） 链接：https://pan.baidu.com/s/1ZXx1bGdS5CzKH_iisgO31A?pwd=9cmp 提取码：9cmp')
(108, '绘本课堂一年级上册语文部编版A2', 'text', '绘本课堂一年级上册语文部编版A2 链接：https://pan.baidu.com/s/1yT2qCXAp7z8uVaTw0twVVw?pwd=9cmp 提取码：9cmp')
